,id,title,family_id,brand,origin,season,color,hexadecimal,top_type,adventurous,weather,print,style,fit,application,Nivel
4022,75f78fbf-6cd7-4dcb-9011-70f8ee5454bf,Baskia Skirt print,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND164,WHOLE_SALE,9,blue_dark,00008b,,2,warm_season,floral,boho,loose,freetime,1
4023,aa577258-3cb0-4aa7-8039-d86b84090aed,Lincoln Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,blue,000081,,2,cold_season,horizontal_stripes,casual,,work,3
4024,ee40e708-b868-46aa-91f2-e4f04f7dde9f,Fqsolvej Pant ankle ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND131,MAINSTREAM,9,black,000000,,2,warm_season,smooth,classic,tight,work,1
4025,ee40e708-b868-46aa-91f2-e4f04f7dde9f,Fqsolvej Pant ankle ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND131,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,classic,tight,work,1
4026,d6ad7505-c512-493a-b3f0-7a4c1447f67f,Flavia Short plain ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND150,MAINSTREAM,9,black,000000,,2,warm,smooth,street,loose,freetime,1
4027,9d354c30-a54d-448c-9ba0-55f7bdecb3b6,Hestia Skirt pencil ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND153,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,street,tight,work,1
4028,e9ee622d-2d17-4bd2-9f0e-baea1f506bd4,French Jeans denim ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND110,NO_MAINSTREAM,9,grey_dark,5F5E5E,,2,cold_season,smooth,casual,tight,freetime,1
4029,aa577258-3cb0-4aa7-8039-d86b84090aed,Lincoln Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,yellow,FFFF00,,2,cold_season,horizontal_stripes,casual,,work,3
4030,5e786366-d597-496a-8666-01c4880da2f7,Sochen Dress paris ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND168,NO_MAINSTREAM,9,black,000000,,2,warm,miniprint,boho,loose,work,1
4031,00efaf4b-69ac-4ae1-9a17-027ecf6d05af,Vichino Short noos ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND55,MAINSTREAM,9,blue_dark,00008b,,2,warm,smooth,classic,tight,freetime,1
4032,1e35dea4-fe95-4e12-836f-5d02d5491369,Viscose Shirt dobby ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND134,MAINSTREAM,9,blue_light,87CEFA,shirt,2,warm_season,smooth,classic,straight,work,2
4033,17fa6552-b2ae-4acd-b0fc-4d736b362fb3,Split Shirt solid ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND83,MAINSTREAM,9,ecru,ECE9D6,tops,2,warm_season,smooth,classic,straight,work,2
4035,bf771e5f-5975-41c6-9ef3-642ce87f5dfb,Shlunar Jeans denim ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND163,NO_MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,casual,tight,work,1
4036,3b22e8da-dae2-4786-b6fe-8bdc2aa631ac,Fabric Shirt sky ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND151,NO_MAINSTREAM,9,blue_dark,00008b,blouse,2,warm_season,smooth,boho,oversize,work,2
4037,cdef0671-b665-43ca-8d31-7ca94c1d0699,Vmpernillenew Parka brusch ,35405a7d-7018-440b-9d16-76206ac3e224,BRAND102,MAINSTREAM,9,khaki,666633,,2,cold_season,smooth,casual,straight,work,3
4038,b05925a6-ab30-4972-9ab5-e7018177d250,Farlala Skirt midi ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND34,NO_MAINSTREAM,9,coral,E65A5B,,3,warm,smooth,casual,straight,freetime,1
4039,e613a0b9-7163-43a3-8606-54c753b8a445,Rose Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND8,NO_MAINSTREAM,9,pink,FFC0CB,cardigan,2,warm_season,smooth,classic,tight,work,2
4040,3ee3f348-03c6-42ef-bdd0-390211bcada2,Virginia Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,mustand,DEB24C,,2,warm_season,sheets,boho,,freetime,3
4041,53ca1da5-98dd-4396-baa0-a365666115b7,Vinaja Jacket long ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND55,MAINSTREAM,9,grey,808080,,2,warm_season,smooth,classic,straight,work,3
4042,23278696-377b-4cea-966f-81a5e1c9e402,Riders Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND151,NO_MAINSTREAM,9,ecru,ECE9D6,,2,warm,smooth,street,straight,work,3
4044,480fd7d2-5ef3-46cc-9733-5347838b97e2,Fritdotsa Dress printed ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND35,MAINSTREAM,9,blue_dark,00008b,,3,warm,floral,casual,tight,work,1
4045,d1d9ce51-920e-4a76-8442-6f51766b0225,Savannah Shirt nude ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND133,OWN_PRODUCTION,9,white,FFFFFF,shirt,2,warm,,boho,tight,work,2
4046,b2df2c73-c59f-4407-a5ff-56c66101e0b1,Vmvida Top gavo ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND102,MAINSTREAM,9,ochre,b3832e,tops,2,warm,smooth,classic,straight,freetime,2
4047,35931275-bb91-41f7-8fe8-727909a9d8e2,Hannah Tshirt knit ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND8,NO_MAINSTREAM,9,white,FFFFFF,t-shirts,1,warm,smooth,casual,tight,freetime,2
4048,6fe5f269-6c61-4486-861f-46ab1c33b900,York Foulard closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,green_dark,164A0A,,2,warm_season,sheets,boho,,freetime,3
4049,d6ad7505-c512-493a-b3f0-7a4c1447f67f,Flavia Short plain ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND150,MAINSTREAM,9,rust,B94600,,2,warm,smooth,street,loose,freetime,1
4050,17e8dcce-0852-4793-b00f-932ec6f32938,Fqyr Jumpsuit solid ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND131,MAINSTREAM,9,black,000000,,3,warm,smooth,street,loose,work,1
4052,ee3646c0-971e-4abe-b303-1f58d75dd6cd,Vertical Shirt soft ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND151,NO_MAINSTREAM,9,blue_light,87CEFA,blouse,2,cold_season,vertical_stripes,classic,straight,work,2
4053,268a5e9a-6568-4b13-a9d6-df382be43dca,Tokio Top printed ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND151,NO_MAINSTREAM,9,lilac,BBA9E4,tops,3,warm,floral,boho,loose,work,2
4054,cc02d0f4-b0c2-4c64-a32c-00eef25fb916,Vmsasha Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND102,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,boho,straight,work,1
4055,f7b1efdf-c846-4ee2-8454-19c628097adb,Panthy Top closet,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND167,OWN_PRODUCTION,9,indigo,0053a5,t-shirts,2,warm,animal_print,boho,straight,freetime,2
4056,2800ed42-2a4c-4703-abb8-0bb4bb9f8704,Faux Skirt leather ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND134,MAINSTREAM,9,black,000000,,3,cold_season,smooth,night,tight,freetime,1
4057,e86adf8c-a482-4f55-adc0-97e709ff6a45,Pime Pant solid ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND117,NO_MAINSTREAM,9,pale_pink,fac4db,,2,warm_season,smooth,casual,tight,work,1
4059,17e8dcce-0852-4793-b00f-932ec6f32938,Fqyr Jumpsuit solid ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND131,MAINSTREAM,9,khaki,666633,,3,warm,smooth,street,loose,work,1
4060,ba660e96-19bd-4e15-883d-54ed5b6cca54,Byisole Jumpsuit print ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND76,MAINSTREAM,9,black,000000,,3,warm,floral,boho,straight,freetime,1
4061,fc838ac2-c03d-4a8c-a042-20ef63f290ee,Rebeca Top summer ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND91,WHOLE_SALE,9,white,FFFFFF,tops,2,warm,smooth,classic,straight,work,2
4062,538893d2-e883-4e92-86d8-cf1a51fe2ca4,Silby Top film ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND31,OWN_PRODUCTION,9,strawberry,d0455f,tops,2,warm,smooth,night,straight,work,2
4063,3b130bca-89b7-4e7b-9e6e-8d3b2503115e,Waves Top cerise,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,blue_light,87CEFA,tops,2,warm,smooth,boho,straight,work,2
4064,3b130bca-89b7-4e7b-9e6e-8d3b2503115e,Waves Top cerise,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,white,FFFFFF,tops,2,warm,smooth,boho,straight,work,2
4065,0e2dcbd6-d0aa-473c-ab28-afd4fd25e241,Flowers Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,fuchsia,FF00A8,tops,2,warm,floral,boho,straight,work,2
4068,56b06953-0a92-4a14-b56b-f8debca6c4a6,Carmen Jumpsuit cerise,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND15,WHOLE_SALE,9,green_light,BBE2AD,,2,warm,smooth,casual,straight,freetime,1
4069,56b06953-0a92-4a14-b56b-f8debca6c4a6,Carmen Jumpsuit cerise,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND15,WHOLE_SALE,9,pink,FFC0CB,,2,warm,smooth,casual,straight,freetime,1
4234,30c207d7-94ee-4368-9fe4-d12256e33f0b,Chino Pant belt ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND176,PREMIUM,9,blue_dark,00008b,,2,warm_season,smooth,classic,straight,work,1
4238,85f5f4a4-3559-4e0a-86cd-2cd1400bb9c3,Violina Pant chino ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND55,MAINSTREAM,9,beige,DFC8B2,,2,cold_season,smooth,classic,straight,working_girl,1
4239,a4333d7a-46c5-4a18-baba-a96f7ade6a07,Majolica Skirt alabama ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND91,WHOLE_SALE,9,nude,C7A2A2,,3,warm,floral,boho,straight,freetime,1
4248,8b47d2b6-7bba-4183-a37a-f281495b9740,Ariel Shirt season ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND99,WHOLE_SALE,9,ecru,ECE9D6,blouse,2,warm_season,sheets,boho,straight,work,2
4257,c43772c0-f11b-474e-ab54-5d48ff18e3a3,Twill Pant shape ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND74,MAINSTREAM,9,black,000000,,2,warm_season,smooth,classic,tight,work,1
4262,c7b822ea-576b-4cb4-ae3f-4c58777a705a,Marmol Pant season ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND99,WHOLE_SALE,9,green_dark,164A0A,,3,warm_season,miniprint,boho,loose,freetime,1
4263,50701dda-a3f4-4b59-8698-da3757382574,Lines Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,green_light,BBE2AD,tops,2,warm,vertical_stripes,boho,straight,freetime,2
4265,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,blue_light,87CEFA,sweaters,2,cold,smooth,casual,loose,freetime,2
4266,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,black,000000,sweaters,2,cold,smooth,casual,loose,freetime,2
4267,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,ecru,ECE9D6,sweaters,2,cold,smooth,casual,loose,freetime,2
4268,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,crimson,D84936,sweaters,2,cold,smooth,casual,loose,freetime,2
4269,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,green,008000,sweaters,2,cold,smooth,casual,loose,freetime,2
4270,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,pink,FFC0CB,sweaters,2,cold,smooth,casual,loose,freetime,2
4356,2466fed5-8cfa-4887-b79f-c4632f039de7,Mersey Top wdc ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND52,OWN_PRODUCTION,9,ecru,ECE9D6,tops,4,warm_season,smooth,night,loose,night,2
4361,3e27c6eb-2824-4ae1-ac6a-73f3cb569cd4,Noelia Bag bestini ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND126,WHOLE_SALE,9,green_dark,164A0A,,2,warm_season,smooth,boho,,freetime,3
4363,c55d0092-b2c2-4f6e-95e2-7c18543330b5,Agreable Top mila ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND12,NO_MAINSTREAM,9,ecru,ECE9D6,tops,2,warm,smooth,minimal,straight,work,2
4364,350b09b1-9156-468f-a7e8-b99cec0d6f6e,Cherry Pant plain T. L C. brown,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND15,WHOLE_SALE,9,brown,462C0E,,2,cold_season,smooth,classic,straight,work,1
4372,e45e0299-5fe2-44cc-be8e-d7a11684e9ab,Carlis Top lace ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND39,MAINSTREAM,9,black,000000,tops,3,warm_season,smooth,boho,straight,freetime,2
4375,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND164,WHOLE_SALE,9,blue_dark,00008b,sweaters,2,cold_season,smooth,classic,loose,work,2
4376,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND164,WHOLE_SALE,9,khaki,666633,sweaters,2,cold_season,smooth,classic,loose,work,2
4378,62f95ecd-b114-45ff-827e-5900a9c545dc,Byginny Top vneck ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND76,MAINSTREAM,9,black,000000,tops,2,warm,smooth,boho,straight,work,2
4379,6f8a2f84-9ef6-411a-86b0-8c43e06fbd62,Visofina Short noos ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND55,MAINSTREAM,9,beige,DFC8B2,,2,warm,smooth,classic,straight,work,1
4386,115ed157-e29e-401b-a3e3-f914358a2076,Ihfernanda Short solid ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND89,MAINSTREAM,9,black,000000,,2,warm,smooth,casual,straight,freetime,1
4387,2ba971cc-b600-4166-be88-389df9123388,Shquesir Sweater vneck ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND163,NO_MAINSTREAM,9,blue_dark,00008b,tops,2,warm_season,smooth,boho,straight,work,2
4388,b0903766-034e-49ab-8252-6a5309b6f193,Shverenice Sweater knit,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND163,NO_MAINSTREAM,9,blue_dark,00008b,sweaters,1,warm_season,smooth,classic,straight,work,2
4411,63ed3a3c-f765-46d3-b78c-264ad940cb67,Onlblush Jeans mid ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND119,MAINSTREAM,9,blue_light,87CEFA,,2,warm_season,smooth,street,tight,work,1
4424,e6ca4f03-d6af-407c-9332-4463d1e44c4b,Vianna T-shirt solid ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND83,MAINSTREAM,9,white,FFFFFF,t-shirts,2,warm_season,smooth,casual,loose,work,2
4434,016c8e92-c49a-4619-95ef-2b4c8aaf338a,Viril Cardigan noos,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND55,MAINSTREAM,9,red,B11730,cardigan,2,cold_season,smooth,boho,straight,freetime,2
4441,11550950-fa91-4f4d-849f-c8e8fcd7957d,Maf Sweater bsc,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND89,MAINSTREAM,9,blue,000081,sweaters,1,cold_season,smooth,classic,tight,freetime,2
4449,2c30bb53-2412-4156-879c-82611fb0174c,Onlvictoria Trench suede ,07bee010-39f3-4200-9250-c1524842e6a6,BRAND119,MAINSTREAM,9,khaki,666633,,2,cold_season,smooth,classic,straight,work,3
4451,57440a2e-2d1a-4ba6-9522-c2fb47991d0c,Onlcanyon Jumpsuit printed ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND119,MAINSTREAM,9,ochre,b3832e,,3,warm,vertical_stripes,boho,straight,work,1
4452,284050c3-1b0e-450c-ba8a-94fe97cd380a,Giubbino Jacket plain,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND14,NO_MAINSTREAM,9,indigo,0053a5,,3,cold_season,smooth,street,tight,work,3
4459,d45043bf-d5cb-4276-84ac-61bf6758df7d,Bamburg Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,yellow,FFFF00,,2,warm_season,vertical_stripes,casual,,work,3
4502,48b08f83-f37f-4430-8534-12f884585cd2,Heart Shirt tie,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND134,MAINSTREAM,9,black,000000,shirt,2,cold_season,printed,street,straight,work,2
4511,366d3eef-9767-4d3f-9d2e-383752e0f5bb,Byrexima Tshirt vneck ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND76,MAINSTREAM,9,khaki,666633,t-shirts,1,warm,smooth,casual,straight,freetime,2
4515,a3324597-725a-4399-a869-6affbfee7ead,Classic Jacket blazer ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND176,PREMIUM,9,garnet,800000,,3,warm_season,checked,classic,tight,work,3
4535,40864f74-cbb0-4f9b-ae58-0c19d96b1ad0,Objgracie Skirt twill ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND101,NO_MAINSTREAM,9,brown,462C0E,,2,warm_season,smooth,boho,tight,freetime,1
4547,af531c67-800b-4f2d-8f92-2b0256e93187,Billia Top closet ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND167,OWN_PRODUCTION,9,black,000000,tops,3,warm,printed,boho,loose,freetime,2
4572,95d0fb0b-25cb-4e5e-a392-cbd589cb4d78,Anna Shirt wdc,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND52,OWN_PRODUCTION,9,blue_dark,00008b,blouse,2,warm_season,smooth,classic,loose,work,2
4573,95d0fb0b-25cb-4e5e-a392-cbd589cb4d78,Anna Shirt wdc,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND52,OWN_PRODUCTION,9,coral,E65A5B,blouse,2,warm_season,smooth,classic,loose,work,2
4576,f8f2a0f9-3a06-47e6-964a-3f338ded080a,Tula Jeans plus ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND19,MAINSTREAM,9,blue,000081,,2,warm_season,smooth,street,tight,work,1
4601,5a14c0da-b607-41fa-8428-4b9857e4d4aa,Alva Tshirt print ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND103,NO_MAINSTREAM,9,white,FFFFFF,t-shirts,2,warm,smooth,casual,loose,work,2
4647,04d5b652-811d-44ef-b25a-629e69bde8d8,Leire Jacket cerise ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND15,WHOLE_SALE,9,black,000000,,2,warm_season,floral,street,loose,freetime,3
4664,02f02b75-d07a-4b2a-8eeb-90065eaf2958,Bell Tshirt desert ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND152,NO_MAINSTREAM,9,white,FFFFFF,t-shirts,1,warm,smooth,casual,straight,freetime,2
4667,30c27691-be8f-4745-bc5f-551c6ddd25fd,Vmsasigail Jacket blazer ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND102,MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,classic,straight,work,3
4669,7999fbb9-7dd7-4cfa-ad45-820810a5cd1f,Onlmissuri Pant ankle,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND119,MAINSTREAM,9,khaki,666633,,3,cold_season,smooth,casual,tight,freetime,1
4670,016c8e92-c49a-4619-95ef-2b4c8aaf338a,Viril Cardigan noos,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND55,MAINSTREAM,9,gray_light,D3D3D3,cardigan,2,cold_season,smooth,boho,straight,freetime,2
4672,37749629-4872-4928-9089-a7bf6d662bc2,Viril Sweater neck,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND55,MAINSTREAM,9,blue_klein,0000FF,sweaters,2,cold,smooth,classic,straight,freetime,2
4673,016c8e92-c49a-4619-95ef-2b4c8aaf338a,Viril Cardigan noos,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND55,MAINSTREAM,9,black,000000,cardigan,2,cold_season,smooth,boho,straight,freetime,2
4684,a266298f-e897-4560-b689-0e498da69967,Flowers Shirt ycoo ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND25,WHOLE_SALE,9,blue_dark,00008b,shirt,2,cold_season,floral,boho,straight,work,2
4687,80029818-7872-41c2-822e-91f4706d7c49,Viprime Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND55,MAINSTREAM,9,black,000000,,2,warm,smooth,classic,loose,freetime,1
4688,5d94af1a-52ca-454f-b9cd-90a4dad8944d,Bymalea Sweater crew,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND76,MAINSTREAM,9,salmon,F29985,sweaters,2,cold_season,smooth,casual,straight,freetime,2
4689,f02d0133-3575-4138-bbc4-07b486248798,Ihalpa Cardigan aqua ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND89,MAINSTREAM,9,brown_light,A57E62,cardigan,1,cold_season,smooth,minimal,loose,freetime,2
4690,73a8abee-00b2-4b3d-a7a9-ffadfc51ee90,Pcdelly Jeans noos ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND142,MAINSTREAM,9,black,000000,,1,warm_season,smooth,boho,tight,freetime,1
4692,1c90c1d6-7383-4c0b-82f0-fc0b91b3e45e,Martin Shirt bohck,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND97,OWN_PRODUCTION,9,black,000000,shirt,3,cold_season,animal_print,boho,straight,freetime,2
4693,f88c328d-131a-43d5-8706-c7d9adf50e40,Live Shirt look ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND121,NO_MAINSTREAM,9,khaki,666633,shirt,2,cold_season,smooth,boho,straight,freetime,2
4694,6d65c2b2-854c-436f-9a74-52680c24457a,Onllia Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,blue_dark,00008b,sweaters,2,cold,horizontal_stripes,street,straight,freetime,2
4699,fe2e7eff-806f-4d01-9154-053098a2eb9c,Plain Skirt ella ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND135,WHOLE_SALE,9,blue_dark,00008b,,2,warm_season,smooth,classic,tight,work,1
4700,fe2e7eff-806f-4d01-9154-053098a2eb9c,Plain Skirt ella ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND135,WHOLE_SALE,9,black,000000,,2,warm_season,smooth,classic,tight,work,1
4701,5270986e-02db-4dce-8936-44fc505ac2ce,Vibes Tshirt summ ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND29,WHOLE_SALE,9,blue_dark,00008b,t-shirts,2,warm,smooth,casual,straight,freetime,2
4708,fb52db80-5789-47cc-b504-232ea94ce4f1,Neola Skirt twill ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND111,NO_MAINSTREAM,9,black,000000,,2,warm_season,smooth,boho,straight,work,1
4709,92fc6853-50ab-4bda-ab2e-5a60d1e00a43,Vmlina Tshirt vback ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND102,MAINSTREAM,9,black,000000,sweaters,2,warm_season,smooth,minimal,loose,work,2
4712,e24837e6-70a2-4b89-910d-8b7a677d6306,Ihkate Pant sky,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND89,MAINSTREAM,9,white,FFFFFF,,3,warm_season,smooth,classic,straight,freetime,1
4713,7db42df8-6cbb-489e-861d-95bfa68d7f84,Vibista Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND55,MAINSTREAM,9,blue,000081,,2,warm_season,smooth,classic,straight,freetime,1
4719,72d43a8a-cc38-41b5-9f2d-4d7f1ecfb18f,Scmaric Tshirt off,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND66,MAINSTREAM,9,ecru,ECE9D6,t-shirts,2,warm,smooth,casual,loose,freetime,2
4720,345ee206-cd04-4ebc-8200-5b05600dcf31,Bristol Bag crochet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,coral,E65A5B,,2,warm,smooth,boho,,freetime,3
4721,345ee206-cd04-4ebc-8200-5b05600dcf31,Bristol Bag crochet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,black,000000,,2,warm,smooth,boho,,freetime,3
4722,345ee206-cd04-4ebc-8200-5b05600dcf31,Bristol Bag crochet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,garnet,800000,,2,warm,smooth,boho,,freetime,3
4724,989601f9-401b-4391-9b20-3a9c64bd47dc,Onllauren Pant denim ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND119,MAINSTREAM,9,khaki,666633,,2,warm,smooth,classic,loose,work,1
4725,e4155708-06e9-4260-95fb-1d747e892054,Crossbody Bag suede ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND54,MAINSTREAM,9,brown,462C0E,,2,warm,smooth,boho,,work,3
4727,c78a35dd-b6b3-4ee5-bc9c-efeb8b82e9c8,Ihma Sweater nice,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND89,MAINSTREAM,9,grey,808080,sweaters,1,cold_season,smooth,classic,loose,work,2
4729,4c9f44b6-71b0-4243-9fda-6a4fbe7e798a,Liren Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,black,000000,tops,2,warm,smooth,classic,straight,work,2
4730,389c5a9e-1b46-4b0d-8d27-788408c2c23c,Vmbrianna Cardigan boo ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND102,MAINSTREAM,9,grey_dark,5F5E5E,cardigan,2,cold_season,smooth,casual,loose,freetime,2
4731,053c3bba-1af1-48d1-b224-d387d0d19985,Callie Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,garnet,800000,,3,cold,smooth,boho,,freetime,3
4732,7789acc6-f942-4e3b-a3a0-d7fd4c2af4d9,Onltia Jacket life,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND119,MAINSTREAM,9,black,000000,,2,warm_season,smooth,street,tight,freetime,3
